track_id,song,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,party
6Fr1cBKTz0nO9PgDP0CgAL,Sugar Water - Mungo's Hi Fi Mix,0.00123,0.861,0.427,0.6,0.127,-11.677,0.0564,0.935,143.002,0
28F4cVDo96tOmAx1KRs9gL,Put a Little Love In Your Heart,0.699,0.675,0.455,1.88e-05,0.152,-10.606,0.0299,0.96,105.887,0
7aNenExBJJmOECJj1905P4,Let Love In,0.435,0.725,0.343,0.289,0.0765,-14.411,0.0704,0.696,126.154,0
4avroLEAQBpzWSKqx2xCme,Till Then,0.279,0.704,0.43,1.81e-05,0.0675,-10.351,0.225,0.762,176.648,0
7vlgDSqfuUlLGvH0r09qr1,Evolution,0.0111,0.951,0.571,4.16e-05,0.202,-7.259,0.0558,0.779,107.984,0
2EbL9RN1CpNav0UzTQVRdm,Brighter!,0.217,0.625,0.469,0.372,0.124,-11.292,0.0251,0.666,108.516,0
5W2hFDiOAvX89eHEkUUmOP,Sugar Man,0.173,0.899,0.494,0.0294,0.186,-11.167,0.0403,0.881,126.034,0
23t2WMVoYKR9XqLVsk6WAG,Let the Funk Ride,0.0236,0.883,0.812,0.719,0.291,-6.367,0.0945,0.667,103.477,0
5zKlKlmfKl5xnALE2ZskEB,All My Loving,0.974,0.771,0.439,0.000452,0.13,-5.835,0.1,0.892,157.436,0
6Z0YMxE0W5mujDxXBNlGUN,Untold Stories,0.594,0.839,0.465,0.0,0.0975,-11.41,0.118,0.909,130.165,0
0aAcuVJCmIkgVKzKHGfp1K,Hustler,0.0515,0.788,0.762,0.0,0.274,-4.911,0.193,0.792,90.956,0
4SWkHr15YgPdLG25gJpJiX,Bush Doctor,0.0315,0.757,0.489,6.26e-05,0.103,-9.672,0.0628,0.805,136.435,0
66UfFxJEnXjRtjF1dB0kx2,Reach Home Safe,0.0682,0.926,0.403,0.0,0.0784,-7.97,0.168,0.316,102.746,0
3veBz3y7ta0j8IWadhRAQ5,Thank You Mama,0.137,0.556,0.478,0.0,0.134,-8.323,0.284,0.444,140.747,0
4MM4UlT0j7MePs9bMoi34N,Good Thing Going,0.645,0.671,0.519,0.000368,0.31,-11.165,0.0376,0.939,77.532,0
1haHZa75ytryLGUOtHiGl5,Dream Land,0.352,0.786,0.485,0.00467,0.0424,-13.012,0.321,0.96,72.842,0
5NWfIAnmWkLFGoYjBU5lVm,Love Shine Bright - 2000 Digital Remaster,0.0509,0.767,0.575,5.44e-05,0.0342,-8.32,0.0436,0.866,130.544,0
0d5kLB4iMx2208UwieUzNa,The Garden,0.0814,0.849,0.703,0.000378,0.094,-5.408,0.0586,0.895,149.914,0
295vEhzGX9nuKjGjb2m4Dv,Prophet Rides Again,0.0256,0.773,0.633,0.0,0.243,-5.521,0.326,0.708,86.82,0
6KNlbrsKfea9WAwOi2yq84,Dubbing Is a Must Part 1 - 2010 Remastered Version,0.138,0.904,0.661,0.0146,0.11,-7.981,0.121,0.874,132.128,0
209SbubR5uKaVzj5SeN42w,So Much Trouble In The World,0.237,0.835,0.552,0.000249,0.0534,-8.616,0.0814,0.904,155.714,0
0fF0HtZGSXZgGrC6b7Pq4I,Jamming,0.153,0.939,0.431,4.99e-05,0.13,-12.267,0.299,0.729,123.671,0
4tFp1lNlkHiJjtUuL6h3K9,Me Gustas TÚ,0.626,0.658,0.741,0.361,0.216,-6.81,0.0816,0.909,175.978,0
5nDPGDOqmAeSV4hXQsAU01,Exodus,0.0311,0.869,0.75,0.0049,0.163,-8.6,0.048,0.961,132.844,0
43ile6cBzr9uaC4bJf6J3N,Water No Get Enemy - Edit,0.107,0.645,0.924,0.0266,0.0982,-7.697,0.0569,0.89,90.852,0
6nLASCk64Sz9iKDdBHY9Sz,Chant a Psalm,0.026,0.859,0.668,7.28e-06,0.298,-7.23,0.0463,0.958,111.493,0
1oTHteQbmJw15rPxPVXUTv,Insane in the Brain,0.0297,0.897,0.612,0.186,0.0894,-10.489,0.211,0.767,102.305,0
2CFxgaypHjxdYWgfGFoDs0,Babylon Too Rough,0.137,0.777,0.418,0.011,0.263,-8.084,0.112,0.606,73.283,0
2w6xoVr8vUn3j5cI9NusBM,"Medication (ft. Stephen Marley, Wiz Khalifa, Ty Dolla $ign) - Remix",0.0223,0.813,0.585,0.0,0.21,-6.856,0.266,0.847,84.995,0
5SNHIdygM2Xtf4kCMKXsqV,General,0.0212,0.769,0.528,0.00137,0.294,-8.909,0.264,0.637,71.872,0
2KnpVIbSPdfFt1AKVPJ6nW,My Mind,0.0321,0.818,0.418,1.56e-05,0.0736,-9.336,0.2,0.609,148.588,0
1UFOUQ1Szs3fJWWWQDOreB,Champion,0.0884,0.776,0.606,0.0,0.0743,-9.855,0.317,0.539,180.048,0
6KNlbrsKfea9WAwOi2yq84,Dubbing Is a Must Part 1 - 2010 Remastered Version,0.138,0.904,0.661,0.0146,0.11,-7.981,0.121,0.874,132.128,0
0mD19MC6H0OzHvEUADHypU,Police In Helicopter,0.0331,0.686,0.652,8.34e-06,0.0578,-7.586,0.111,0.503,141.185,0
08D8b2xP2ZpDYCfc8cLDqY,Looks Is Deceiving - 1990 Digital Remaster,0.028,0.777,0.376,5.99e-06,0.118,-12.397,0.272,0.71,157.804,0
44by1SYvIvbmHelINZ0Zaq,Fighting Against Conviction,0.0937,0.703,0.336,0.0258,0.0447,-15.422,0.334,0.712,73.911,0
3MOAQQuIAzsGp13Ux9rEN9,Screaming Target,0.177,0.81,0.489,0.0107,0.0875,-8.888,0.434,0.278,69.104,0
13lOjbr1RqCQ8EbzCWqUoJ,Jah Jah Know,0.0994,0.727,0.503,9e-06,0.31,-9.565,0.181,0.496,81.777,0
5uBKhKWTJ4E47rcLQqu3YH,I Shot The Sheriff,0.34,0.801,0.641,4.5e-05,0.0693,-9.349,0.173,0.741,96.96,0
0fg0dCPd2fCYoNPoZ40h7z,I'm Still In Love,0.0693,0.835,0.466,1.57e-06,0.243,-12.201,0.227,0.862,86.046,0
2AfDvCR8szG6wJDO6mxqVT,You Made Me So Very Happy,0.373,0.672,0.428,3.48e-05,0.0746,-10.38,0.258,0.539,168.261,0
0GaBEO2qlE1ONCfQI1jI7q,Don't Break Your Promise,0.414,0.851,0.384,0.00257,0.0905,-12.109,0.0918,0.707,85.458,0
41Z1gnggllzvu7qOWTaSTE,Let Me Down Easy,0.049,0.743,0.443,1.25e-05,0.131,-11.808,0.0878,0.467,84.159,0
44x96dSK7FKZUk0xIdNmsE,Girl Of My Dreams,0.00854,0.526,0.578,0.00371,0.105,-9.576,0.15,0.511,76.772,0
2zH0Z7CEPVnpDbI1sqC8dw,Tenement Yard,0.445,0.887,0.387,0.0,0.103,-13.19,0.212,0.973,144.184,0
6Z0YMxE0W5mujDxXBNlGUN,Untold Stories,0.594,0.839,0.465,0.0,0.0975,-11.41,0.118,0.909,130.165,0
60zX4sLQdchuhi72TgmbKk,Downpressor Man,0.00671,0.82,0.499,0.000266,0.0669,-9.813,0.0659,0.885,148.565,0
